Year,Country / territory of asylum/residence,Origin,Population type,Value
2013,Hungary,Syrian Arab Rep.,Asylum-seekers,184
2013,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),141
2013,Hungary,Togo,Asylum-seekers,1
2013,Hungary,Togo,Refugees (incl. refugee-like situations),2
2013,Hungary,Tunisia,Asylum-seekers,10
2013,Hungary,Tunisia,Refugees (incl. refugee-like situations),6
2013,Hungary,Turkey,Asylum-seekers,14
2013,Hungary,Turkey,Refugees (incl. refugee-like situations),35
2013,Hungary,United Rep. of Tanzania,Asylum-seekers,1
2013,Hungary,Uganda,Asylum-seekers,3
2013,Hungary,Uganda,Refugees (incl. refugee-like situations),3
2013,Hungary,Ukraine,Asylum-seekers,4
2013,Hungary,Ukraine,Refugees (incl. refugee-like situations),9
2013,Hungary,United States of America,Refugees (incl. refugee-like situations),1
2013,Hungary,Uzbekistan,Refugees (incl. refugee-like situations),6
2013,Hungary,Viet Nam,Asylum-seekers,1
2013,Hungary,Viet Nam,Refugees (incl. refugee-like situations),1
2013,Hungary,Stateless,Asylum-seekers,1
2013,Hungary,Stateless,Refugees (incl. refugee-like situations),45
2013,Hungary,Various/Unknown,Asylum-seekers,37
2013,Hungary,Various/Unknown,Refugees (incl. refugee-like situations),128
2013,Hungary,Yemen,Asylum-seekers,2
2013,Hungary,Yemen,Refugees (incl. refugee-like situations),2
2013,Hungary,South Africa,Asylum-seekers,0
2013,Hungary,Zimbabwe,Asylum-seekers,0
2013,Hungary,Zimbabwe,Refugees (incl. refugee-like situations),4
2013,Indonesia,Afghanistan,Asylum-seekers,2806
2013,Indonesia,Afghanistan,Refugees (incl. refugee-like situations),1128
2013,Indonesia,United Arab Emirates,Asylum-seekers,1
2013,Indonesia,Bangladesh,Asylum-seekers,86
2013,Indonesia,Belarus,Asylum-seekers,2
2013,Indonesia,Central African Rep.,Asylum-seekers,2
2013,Indonesia,China,Asylum-seekers,18
2013,Indonesia,China,Refugees (incl. refugee-like situations),30
2013,Indonesia,Côte d'Ivoire,Asylum-seekers,4
2013,Indonesia,Côte d'Ivoire,Refugees (incl. refugee-like situations),1
2013,Indonesia,Cameroon,Asylum-seekers,10
2013,Indonesia,Dem. Rep. of the Congo,Asylum-seekers,12
2013,Indonesia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),6
2013,Indonesia,Congo,Asylum-seekers,5
2013,Indonesia,Congo,Refugees (incl. refugee-like situations),2
2013,Indonesia,Algeria,Asylum-seekers,3
2013,Indonesia,Egypt,Asylum-seekers,4
2013,Indonesia,Egypt,Refugees (incl. refugee-like situations),2
2013,Indonesia,Eritrea,Asylum-seekers,24
2013,Indonesia,Eritrea,Refugees (incl. refugee-like situations),1
2013,Indonesia,Western Sahara,Asylum-seekers,0
2013,Indonesia,Ethiopia,Asylum-seekers,16
2013,Indonesia,Ethiopia,Refugees (incl. refugee-like situations),17
2013,Indonesia,Gabon,Asylum-seekers,1
2013,Indonesia,Ghana,Asylum-seekers,2
2013,Indonesia,Gambia,Asylum-seekers,1
2013,Indonesia,Haiti,Asylum-seekers,1
2013,Indonesia,India,Asylum-seekers,5
2013,Indonesia,Iran (Islamic Rep. of),Asylum-seekers,1103
2013,Indonesia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),208
2013,Indonesia,Iraq,Asylum-seekers,384
2013,Indonesia,Iraq,Refugees (incl. refugee-like situations),105
2013,Indonesia,Jordan,Asylum-seekers,2
2013,Indonesia,Jordan,Refugees (incl. refugee-like situations),1
2013,Indonesia,Kuwait,Asylum-seekers,5
2013,Indonesia,Kuwait,Refugees (incl. refugee-like situations),6
2013,Indonesia,Lebanon,Asylum-seekers,2
2013,Indonesia,Libya,Asylum-seekers,1
2013,Indonesia,Sri Lanka,Asylum-seekers,540
2013,Indonesia,Sri Lanka,Refugees (incl. refugee-like situations),286
2013,Indonesia,Morocco,Asylum-seekers,1
2013,Indonesia,Mali,Asylum-seekers,4
2013,Indonesia,Myanmar,Asylum-seekers,711
2013,Indonesia,Myanmar,Refugees (incl. refugee-like situations),781
2013,Indonesia,Mongolia,Asylum-seekers,0
2013,Indonesia,Mongolia,Refugees (incl. refugee-like situations),1
2013,Indonesia,Mauritius,Asylum-seekers,0
2013,Indonesia,Nigeria,Asylum-seekers,1
2013,Indonesia,Nepal,Asylum-seekers,12
2013,Indonesia,Pakistan,Asylum-seekers,583
2013,Indonesia,Pakistan,Refugees (incl. refugee-like situations),120
2013,Indonesia,Philippines,Asylum-seekers,1
2013,Indonesia,Philippines,Refugees (incl. refugee-like situations),5
2013,Indonesia,Palestinian,Asylum-seekers,173
2013,Indonesia,Palestinian,Refugees (incl. refugee-like situations),159
2013,Indonesia,Saudi Arabia,Asylum-seekers,2
2013,Indonesia,Sudan,Asylum-seekers,207
2013,Indonesia,Sudan,Refugees (incl. refugee-like situations),14
2013,Indonesia,Somalia,Asylum-seekers,314
2013,Indonesia,Somalia,Refugees (incl. refugee-like situations),294
2013,Indonesia,Syrian Arab Rep.,Asylum-seekers,43
2013,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),36
2013,Indonesia,Thailand,Asylum-seekers,1
2013,Indonesia,Tunisia,Asylum-seekers,1
2013,Indonesia,Ukraine,Refugees (incl. refugee-like situations),1
2013,Indonesia,Viet Nam,Asylum-seekers,0
2013,Indonesia,Yemen,Asylum-seekers,16
2013,Indonesia,Yemen,Refugees (incl. refugee-like situations),2
2013,India,Afghanistan,Asylum-seekers,1049
2013,India,Afghanistan,Refugees (incl. refugee-like situations),10328
2013,India,Angola,Refugees (incl. refugee-like situations),1
2013,India,Bahrain,Asylum-seekers,0
2013,India,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),1
2013,India,China,Refugees (incl. refugee-like situations),100003
2013,India,Côte d'Ivoire,Asylum-seekers,3
2013,India,Côte d'Ivoire,Refugees (incl. refugee-like situations),14
2013,India,Cameroon,Asylum-seekers,9
2013,India,Cameroon,Refugees (incl. refugee-like situations),1
2013,India,Dem. Rep. of the Congo,Asylum-seekers,29
2013,India,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),42
2013,India,Egypt,Refugees (incl. refugee-like situations),1
2013,India,Eritrea,Asylum-seekers,10
2013,India,Eritrea,Refugees (incl. refugee-like situations),61
2013,India,Ethiopia,Asylum-seekers,2
2013,India,Ethiopia,Refugees (incl. refugee-like situations),9
2013,India,Guinea,Asylum-seekers,1
2013,India,Iran (Islamic Rep. of),Asylum-seekers,11
2013,India,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),121
2013,India,Iraq,Asylum-seekers,35
2013,India,Iraq,Refugees (incl. refugee-like situations),130
2013,India,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),1
2013,India,Liberia,Asylum-seekers,1
2013,India,Libya,Asylum-seekers,0
2013,India,Libya,Refugees (incl. refugee-like situations),1
2013,India,Sri Lanka,Refugees (incl. refugee-like situations),65674
2013,India,Maldives,Asylum-seekers,0
2013,India,Maldives,Refugees (incl. refugee-like situations),3
2013,India,Myanmar,Asylum-seekers,2383
2013,India,Myanmar,Refugees (incl. refugee-like situations),11122
2013,India,Nigeria,Asylum-seekers,33
2013,India,Pakistan,Asylum-seekers,1
2013,India,Pakistan,Refugees (incl. refugee-like situations),1
2013,India,Palestinian,Asylum-seekers,7
2013,India,Palestinian,Refugees (incl. refugee-like situations),68
2013,India,Romania,Asylum-seekers,0
2013,India,Romania,Refugees (incl. refugee-like situations),3
2013,India,Russian Federation,Asylum-seekers,0
2013,India,Rwanda,Asylum-seekers,1
2013,India,Rwanda,Refugees (incl. refugee-like situations),5
2013,India,Saudi Arabia,Asylum-seekers,0
2013,India,Saudi Arabia,Refugees (incl. refugee-like situations),2
2013,India,Sudan,Asylum-seekers,35
2013,India,Sudan,Refugees (incl. refugee-like situations),47
2013,India,Somalia,Asylum-seekers,30
2013,India,Somalia,Refugees (incl. refugee-like situations),729
2013,India,Syrian Arab Rep.,Asylum-seekers,12
2013,India,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
2013,India,Togo,Refugees (incl. refugee-like situations),1
2013,India,Tunisia,Asylum-seekers,3
2013,India,Uganda,Asylum-seekers,1
2013,India,Uganda,Refugees (incl. refugee-like situations),1
2013,India,Uzbekistan,Asylum-seekers,7
2013,India,Uzbekistan,Refugees (incl. refugee-like situations),3
2013,India,Yemen,Asylum-seekers,12
2013,India,Yemen,Refugees (incl. refugee-like situations),4
2013,Ireland,Afghanistan,Asylum-seekers,173
2013,Ireland,Afghanistan,Refugees (incl. refugee-like situations),129
2013,Ireland,Angola,Asylum-seekers,37
2013,Ireland,Angola,Refugees (incl. refugee-like situations),265
2013,Ireland,Albania,Asylum-seekers,127
2013,Ireland,Albania,Refugees (incl. refugee-like situations),70
2013,Ireland,Armenia,Asylum-seekers,14
2013,Ireland,Armenia,Refugees (incl. refugee-like situations),22
2013,Ireland,Azerbaijan,Asylum-seekers,7
2013,Ireland,Azerbaijan,Refugees (incl. refugee-like situations),19
2013,Ireland,Burundi,Asylum-seekers,17
2013,Ireland,Burundi,Refugees (incl. refugee-like situations),25
2013,Ireland,Benin,Asylum-seekers,27
2013,Ireland,Benin,Refugees (incl. refugee-like situations),1
2013,Ireland,Burkina Faso,Asylum-seekers,2
2013,Ireland,Burkina Faso,Refugees (incl. refugee-like situations),1
2013,Ireland,Bangladesh,Asylum-seekers,95
2013,Ireland,Bangladesh,Refugees (incl. refugee-like situations),5
2013,Ireland,Bulgaria,Refugees (incl. refugee-like situations),39
2013,Ireland,Bahrain,Asylum-seekers,0
2013,Ireland,Bosnia and Herzegovina,Asylum-seekers,1
2013,Ireland,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),14
2013,Ireland,Belarus,Asylum-seekers,15
2013,Ireland,Belarus,Refugees (incl. refugee-like situations),53
2013,Ireland,Belize,Asylum-seekers,1
2013,Ireland,Bolivia (Plurinational State of),Asylum-seekers,12
2013,Ireland,Brazil,Asylum-seekers,13
2013,Ireland,Brazil,Refugees (incl. refugee-like situations),5
2013,Ireland,Bhutan,Asylum-seekers,44
2013,Ireland,Bhutan,Refugees (incl. refugee-like situations),1
2013,Ireland,Botswana,Asylum-seekers,5
2013,Ireland,Central African Rep.,Refugees (incl. refugee-like situations),9
2013,Ireland,China,Asylum-seekers,84
2013,Ireland,China,Refugees (incl. refugee-like situations),53
2013,Ireland,Côte d'Ivoire,Asylum-seekers,31
2013,Ireland,Côte d'Ivoire,Refugees (incl. refugee-like situations),25
2013,Ireland,Cameroon,Asylum-seekers,99
2013,Ireland,Cameroon,Refugees (incl. refugee-like situations),74
2013,Ireland,Dem. Rep. of the Congo,Asylum-seekers,269
2013,Ireland,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),260
2013,Ireland,Congo,Asylum-seekers,44
2013,Ireland,Congo,Refugees (incl. refugee-like situations),232
2013,Ireland,Comoros,Asylum-seekers,2
2013,Ireland,Cabo Verde,Asylum-seekers,4
2013,Ireland,Cuba,Asylum-seekers,1
2013,Ireland,Cuba,Refugees (incl. refugee-like situations),22
2013,Ireland,Czech Rep.,Refugees (incl. refugee-like situations),102
2013,Ireland,Algeria,Asylum-seekers,146
2013,Ireland,Algeria,Refugees (incl. refugee-like situations),194
2013,Ireland,Ecuador,Refugees (incl. refugee-like situations),1
2013,Ireland,Egypt,Asylum-seekers,30
2013,Ireland,Egypt,Refugees (incl. refugee-like situations),38
2013,Ireland,Eritrea,Asylum-seekers,47
2013,Ireland,Eritrea,Refugees (incl. refugee-like situations),39
2013,Ireland,Estonia,Refugees (incl. refugee-like situations),7
2013,Ireland,Ethiopia,Asylum-seekers,29
2013,Ireland,Ethiopia,Refugees (incl. refugee-like situations),29
2013,Ireland,Fiji,Asylum-seekers,1
2013,Ireland,Georgia,Asylum-seekers,159
2013,Ireland,Georgia,Refugees (incl. refugee-like situations),72
2013,Ireland,Ghana,Asylum-seekers,119
2013,Ireland,Ghana,Refugees (incl. refugee-like situations),25
2013,Ireland,Guinea,Asylum-seekers,36
2013,Ireland,Guinea,Refugees (incl. refugee-like situations),17
2013,Ireland,Gambia,Asylum-seekers,5
2013,Ireland,Gambia,Refugees (incl. refugee-like situations),2
2013,Ireland,Guinea-Bissau,Asylum-seekers,2
2013,Ireland,Equatorial Guinea,Asylum-seekers,1
2013,Ireland,Guyana,Asylum-seekers,6
2013,Ireland,Croatia,Asylum-seekers,0
2013,Ireland,Croatia,Refugees (incl. refugee-like situations),77
2013,Ireland,Haiti,Asylum-seekers,1
2013,Ireland,Hungary,Refugees (incl. refugee-like situations),4
2013,Ireland,Indonesia,Refugees (incl. refugee-like situations),1
2013,Ireland,India,Asylum-seekers,34
2013,Ireland,India,Refugees (incl. refugee-like situations),4
2013,Ireland,Iran (Islamic Rep. of),Asylum-seekers,78
2013,Ireland,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),118
2013,Ireland,Iraq,Asylum-seekers,102
2013,Ireland,Iraq,Refugees (incl. refugee-like situations),380
2013,Ireland,Israel,Asylum-seekers,7
2013,Ireland,Jamaica,Asylum-seekers,1
2013,Ireland,Jamaica,Refugees (incl. refugee-like situations),3
2013,Ireland,Jordan,Asylum-seekers,4
2013,Ireland,Jordan,Refugees (incl. refugee-like situations),8
2013,Ireland,Kazakhstan,Asylum-seekers,3
2013,Ireland,Kazakhstan,Refugees (incl. refugee-like situations),46
2013,Ireland,Kenya,Asylum-seekers,37
2013,Ireland,Kenya,Refugees (incl. refugee-like situations),52
2013,Ireland,Kyrgyzstan,Asylum-seekers,1
2013,Ireland,Kyrgyzstan,Refugees (incl. refugee-like situations),8
2013,Ireland,Kuwait,Asylum-seekers,21
2013,Ireland,Kuwait,Refugees (incl. refugee-like situations),28
2013,Ireland,Lebanon,Asylum-seekers,4
2013,Ireland,Lebanon,Refugees (incl. refugee-like situations),15
2013,Ireland,Liberia,Asylum-seekers,51
2013,Ireland,Liberia,Refugees (incl. refugee-like situations),26
2013,Ireland,Libya,Asylum-seekers,12
2013,Ireland,Libya,Refugees (incl. refugee-like situations),174
2013,Ireland,Sri Lanka,Asylum-seekers,16
2013,Ireland,Sri Lanka,Refugees (incl. refugee-like situations),21
2013,Ireland,Lesotho,Asylum-seekers,3
2013,Ireland,Lesotho,Refugees (incl. refugee-like situations),1
2013,Ireland,Lithuania,Refugees (incl. refugee-like situations),14
2013,Ireland,Latvia,Refugees (incl. refugee-like situations),6
2013,Ireland,Morocco,Asylum-seekers,19
2013,Ireland,Morocco,Refugees (incl. refugee-like situations),6
2013,Ireland,Rep. of Moldova,Asylum-seekers,74
2013,Ireland,Rep. of Moldova,Refugees (incl. refugee-like situations),126
2013,Ireland,The former Yugoslav Republic of Macedonia,Asylum-seekers,1
2013,Ireland,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),3
2013,Ireland,Mali,Asylum-seekers,1
2013,Ireland,Mali,Refugees (incl. refugee-like situations),7
2013,Ireland,Myanmar,Asylum-seekers,8
2013,Ireland,Myanmar,Refugees (incl. refugee-like situations),5
2013,Ireland,Montenegro,Refugees (incl. refugee-like situations),6
2013,Ireland,Mongolia,Asylum-seekers,7
2013,Ireland,Mongolia,Refugees (incl. refugee-like situations),4
2013,Ireland,Mozambique,Asylum-seekers,1
2013,Ireland,Mozambique,Refugees (incl. refugee-like situations),7
2013,Ireland,Mauritania,Asylum-seekers,2
2013,Ireland,Mauritania,Refugees (incl. refugee-like situations),4
2013,Ireland,Mauritius,Asylum-seekers,28
2013,Ireland,Mauritius,Refugees (incl. refugee-like situations),6
2013,Ireland,Malawi,Asylum-seekers,81
2013,Ireland,Malawi,Refugees (incl. refugee-like situations),17
2013,Ireland,Malaysia,Asylum-seekers,3
2013,Ireland,Malaysia,Refugees (incl. refugee-like situations),1
2013,Ireland,Namibia,Asylum-seekers,0
2013,Ireland,Niger,Asylum-seekers,12
2013,Ireland,Niger,Refugees (incl. refugee-like situations),5
2013,Ireland,Nigeria,Asylum-seekers,845
2013,Ireland,Nigeria,Refugees (incl. refugee-like situations),477
2013,Ireland,Nicaragua,Refugees (incl. refugee-like situations),1
2013,Ireland,Nepal,Asylum-seekers,24
2013,Ireland,Nepal,Refugees (incl. refugee-like situations),1
2013,Ireland,Pakistan,Asylum-seekers,358
2013,Ireland,Pakistan,Refugees (incl. refugee-like situations),143
2013,Ireland,Panama,Refugees (incl. refugee-like situations),1
2013,Ireland,Philippines,Asylum-seekers,5
2013,Ireland,Philippines,Refugees (incl. refugee-like situations),1
2013,Ireland,Poland,Refugees (incl. refugee-like situations),52
2013,Ireland,Dem. People's Rep. of Korea,Asylum-seekers,1
2013,Ireland,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),1
2013,Ireland,Palestinian,Asylum-seekers,17
2013,Ireland,Palestinian,Refugees (incl. refugee-like situations),82
2013,Ireland,Romania,Refugees (incl. refugee-like situations),347
2013,Ireland,Russian Federation,Asylum-seekers,54
2013,Ireland,Russian Federation,Refugees (incl. refugee-like situations),188
2013,Ireland,Rwanda,Asylum-seekers,25
2013,Ireland,Rwanda,Refugees (incl. refugee-like situations),70
2013,Ireland,Saudi Arabia,Asylum-seekers,0
2013,Ireland,Saudi Arabia,Refugees (incl. refugee-like situations),2
2013,Ireland,Sudan,Asylum-seekers,157
2013,Ireland,Sudan,Refugees (incl. refugee-like situations),186
2013,Ireland,Senegal,Asylum-seekers,2
2013,Ireland,Senegal,Refugees (incl. refugee-like situations),1
2013,Ireland,Sierra Leone,Asylum-seekers,37
2013,Ireland,Sierra Leone,Refugees (incl. refugee-like situations),56
2013,Ireland,Somalia,Asylum-seekers,97
2013,Ireland,Somalia,Refugees (incl. refugee-like situations),559
2013,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,51
2013,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),214
2013,Ireland,Slovakia,Refugees (incl. refugee-like situations),27
2013,Ireland,Swaziland,Asylum-seekers,6
2013,Ireland,Swaziland,Refugees (incl. refugee-like situations),8
2013,Ireland,Syrian Arab Rep.,Asylum-seekers,15
2013,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),71
2013,Ireland,Chad,Asylum-seekers,5
2013,Ireland,Chad,Refugees (incl. refugee-like situations),2
2013,Ireland,Togo,Asylum-seekers,31
2013,Ireland,Togo,Refugees (incl. refugee-like situations),36
2013,Ireland,Thailand,Asylum-seekers,1
2013,Ireland,Thailand,Refugees (incl. refugee-like situations),2
2013,Ireland,Tajikistan,Refugees (incl. refugee-like situations),12
2013,Ireland,Tunisia,Asylum-seekers,0
2013,Ireland,Tunisia,Refugees (incl. refugee-like situations),3
2013,Ireland,Turkey,Asylum-seekers,9
2013,Ireland,Turkey,Refugees (incl. refugee-like situations),15
2013,Ireland,United Rep. of Tanzania,Asylum-seekers,2
2013,Ireland,United Rep. of Tanzania,Refugees (incl. refugee-like situations),9
2013,Ireland,Uganda,Asylum-seekers,46
2013,Ireland,Uganda,Refugees (incl. refugee-like situations),34
2013,Ireland,Ukraine,Asylum-seekers,41
2013,Ireland,Ukraine,Refugees (incl. refugee-like situations),104
2013,Ireland,United States of America,Asylum-seekers,1
2013,Ireland,Uzbekistan,Asylum-seekers,0
2013,Ireland,Uzbekistan,Refugees (incl. refugee-like situations),26
2013,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Ireland,Viet Nam,Asylum-seekers,10
2013,Ireland,Viet Nam,Refugees (incl. refugee-like situations),5
2013,Ireland,Stateless,Asylum-seekers,0
2013,Ireland,Stateless,Refugees (incl. refugee-like situations),8
2013,Ireland,Various/Unknown,Asylum-seekers,1014
2013,Ireland,Yemen,Asylum-seekers,5
2013,Ireland,Yemen,Refugees (incl. refugee-like situations),4
2013,Ireland,South Africa,Asylum-seekers,86
2013,Ireland,South Africa,Refugees (incl. refugee-like situations),44
2013,Ireland,Zambia,Asylum-seekers,2
2013,Ireland,Zambia,Refugees (incl. refugee-like situations),5
2013,Ireland,Zimbabwe,Asylum-seekers,242
2013,Ireland,Zimbabwe,Refugees (incl. refugee-like situations),171
2013,Iran (Islamic Rep. of),Afghanistan,Asylum-seekers,37
2013,Iran (Islamic Rep. of),Afghanistan,Refugees (incl. refugee-like situations),814015
2013,Iran (Islamic Rep. of),China,Asylum-seekers,1
2013,Iran (Islamic Rep. of),Iraq,Refugees (incl. refugee-like situations),43268
2013,Iran (Islamic Rep. of),Kuwait,Refugees (incl. refugee-like situations),8
2013,Iran (Islamic Rep. of),Pakistan,Asylum-seekers,9
2013,Iran (Islamic Rep. of),Pakistan,Refugees (incl. refugee-like situations),10
2013,Iran (Islamic Rep. of),Tajikistan,Refugees (incl. refugee-like situations),2
2013,Iran (Islamic Rep. of),Uzbekistan,Refugees (incl. refugee-like situations),51
2013,Iraq,Afghanistan,Asylum-seekers,123
2013,Iraq,Afghanistan,Refugees (incl. refugee-like situations),5
2013,Iraq,Bangladesh,Asylum-seekers,0
2013,Iraq,Bahrain,Asylum-seekers,2
2013,Iraq,Algeria,Asylum-seekers,2
2013,Iraq,Egypt,Asylum-seekers,24
2013,Iraq,Ethiopia,Refugees (incl. refugee-like situations),1
2013,Iraq,India,Asylum-seekers,5
